Rooms;Living_Space;Price;Address;Building_type;Location;possible_collocation;Transport_Index;Population
7;240;13600;1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;23;1260;Avenue Fr‚d‚ric-Recordon 25, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
3,5;86;2410;1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;86;2440;Chemin de Chantemerle, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;48;1420;Chemin des Sauges 12, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
2;51;1600;Avenue Jomini 10, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
3;64;1990;Rue Mercerie 20, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;38;1420;Route de Chavannes 17, 1007 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;81;2290;Route Aloys-Fauquez 57, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;50;1900;Av. Eglantine 5, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;118;2865;Route du Pavement 48, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;88;2700;Chemin de la Clochatte 106f, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;120;4080;Chemin de Beau-C‚dre 8, 1008 Jouxtens-M‚zery;Apartment;Jouxtens-M‚zery;yes;0,25;1493
4,5;128;3425;Avenue de France 12, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;103;2965;Av. Mon-Repos 10, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;95;3050;Chemin de B‚r‚e 18a, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;62;2007;Avenue Victor-Ruffy 55A, 1012 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;45;1530;Route du Village 1B, 1066 Epalinges;Apartment;Epalinges;yes;1,25;9910
1;89;2128;Rue de la Tour 15, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;50;1500;Place de Coppoz 2, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
2;44;1635;Avenue de Morges 33, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
7;240;13600;1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;48;3362;Chemin des Epinettes 11, 1007 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;38;1890;1006 Lausanne;Apartment;Lausanne;no;1,5;144365
4;130;2900;1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;56;1640;Chemin des Sauges 18, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;56;1570;Chemin des Sauges 18, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;25;1200;Rue du Pont 10, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
1;25;2250;Avenue de Chailly 1, 1012 Lausanne;Studio;Lausanne;no;1,5;144365
4,5;109;2420;Rue de Gen‚ve 77, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;104;1820;Av. Victor-Ruffy 55, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
5;150;3340;Chemin de la Ratavolar 17, 1000 Lausanne 27;Apartment;Lausanne;yes;1,5;144365
2,5;56;1640;Chemin des Sauges 18, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;93;2730;Avenue de la Sallaz 42, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;81;2290;Route Aloys-Fauquez 57, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;89;2690;Chemin du Sal‚ve 14, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;44;1365;Chemin de la Coudrette 17, 1012 Lausanne;Apartment;Lausanne;no;1,5;144365
3;81;1810;Chemin de Pierrefleur 38, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
6;162;3840;Chemin de la Ratavolar 17, 1000 Lausanne 27;Apartment;Lausanne;yes;1,5;144365
2,5;39;1520;Route d' Oron 11, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;46;1910;Rue de la Clochatte 104, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
2;50;1590;Chemin de Chissiez 8, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
4,5;97;2810;Rue de la Clochatte 104, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;71;1890;Rue de la Borde 19, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;55;1480;Avenue de Morges 11B, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;137;3100;Chemin de la Prairie 5b, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;96;2170;Avenue de la Sallaz 9, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;130;4900;1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;20;1910;Avenue du L‚man 9, 1005 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;86;2120;1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;28;2350;Avenue de Montchoisi 53, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
4,5;113;2420;Rue de Gen‚ve 77 bis, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;42;1540;Ch. des Sauges 5, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3;75;1915;Chemin de Pierrefleur 46, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;133;4500;Av. Fr‚d‚ric-C‚sar-de-la-Harpe 49, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;48;1555;Rue Saint-Martin 36, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;75;2020;Avenue de Morges 141, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;60;1680;Route de Berne 37, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
6,5;174;3850;Avenue du Servan 11, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;40;2000;Avenue Alexandre Vinet, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
5,5;109;2519;chemin du boisy 47, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;16;750;Avenue Louis-Ruchonnet 4, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
1;28;850;Route de Gen‚ve 4, 1033 Cheseaux-sur-Lausanne;Studio;Lausanne;no;1,5;144365
3,5;80;2590;Chemin du Taulard 3, 1032 Romanel-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;100;2600;Chemin de Beau-Val 3, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;65;2040;Rue Haldimand 9, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;50;1550;Chemin de Chissiez 5, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;14;980;Route Aloys-Fauquez 28, 1018 Lausanne;Studio;Lausanne;no;1,5;144365
1;21;1025;Croix-Blanche 42B, 1066 Epalinges;Studio;Epalinges;no;1,25;9910
2,5;50;1890;Chemin de la motte 1, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;60;950;Rue Bellefontaine 8, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
1;31;1295;Avenue d'Echallens 102, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
3,5;84;2450;Avenue des Boveresses 6, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;2450;Pavement 56, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;21;985;Route Aloys-Fauquez 122, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
5,5;117;2390;Avenue de Valmont 14, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;88;2260;Chemin de Maillefer 137, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;97;2700;Avenue du Grey 43, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;39;1230;Rue de Gen‚ve 77b, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
2;65;2000;Grangette 67, 1010 Lausanne;Apartment;Lausanne;no;1,5;144365
1,5;32;1210;Avenue d'Ouchy 17, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
5;100;2500;Chemin du Devin 79, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;72;1980;Chemin Aim‚-Steinlen 5, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;150;1200;Chemin des Trois-Rois 4, 1005 Lausanne;Studio;Lausanne;no;1,5;144365
1;20;990;route de berne 109, 1010 Lausanne;Studio;Lausanne;no;1,5;144365
4,5;137;3100;Chemin de la Prairie 5B, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;73;1000;Borde 7, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;14;1095;Route de Sauvabelin 6, 1052 Le Mont-sur-Lausanne;Studio;Lausanne;no;1,5;144365
5;120;3900;Route de la Clochatte 106C, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;56;1980;Chemin de la Motte 1, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;15;950;Rue Bellefontaine 8, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
1;28;1200;Chemin du Rionzi 39, 1052 Le Mont-sur-Lausanne;Studio;Lausanne;no;1,5;144365
1;37;1365;Rue du Flon 12, 1003 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;33;1190;Avenue de Morges 76, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
1,5;28;1080;Chemin du Rionzi 39, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;80;954;Chemin du Martinet 28, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;2600;Avenue d'Echallens 104a, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;11;550;Cassinette 2, 1018 Lausanne;Studio;Lausanne;no;1,5;144365
1,5;25;1500;Avenue du L‚man 89, 1005 Lausanne;Apartment;Lausanne;no;1,5;144365
1;16;800;Avenue de la d“le 16, 1005 Lausanne;Studio;Lausanne;no;1,5;144365
2;52;1600;Chemin du Cap 3, 1006 Lausanne;Apartment;Lausanne;no;1,5;144365
2;41;1420;Rue des terreaux 6, 1003 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;85;2120;Pontaise 25, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;80;2400;Avenue de Morges 9, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;93;2620;Rue des C“tes-de-Montbenon 16, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;55;775;40 Avenue d'Echallens, 1004 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;90;2200;Chemin de mon‚tarisme 19, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;13;950;Chemin de Chantemerle 15, 1052 Le Mont-sur-Lausanne;Studio;Lausanne;no;1,5;144365
3,5;86;2350;Chemin du devin 8, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;98;3350;Chemin des Mayoresses 63, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;92;2880;Chemin des retraites 11, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;88;3050;Chemin du Couchant 20, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;88;2750;Avenue du leman 4, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;110;2950;Avenue de Beaumont 52, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;65;1713;Avenue du Parc-de-la-Rouvraie 22, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;105;1130;Avenue de Valmont 12, 1010 Lausanne;Studio;Lausanne;no;1,5;144365
2,5;65;2220;Avenue Victor Ruffy 55A, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
7,5;185;3890;Rte du Signal 21, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;48;1590;Chemin de Martheray 7, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;43;1590;Chemin de la Lisi‚re 3, 1018 Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;43;1525;Chemin du Village 35C, 1032 Romanel-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
3;78;2150;Rte d'Yverdon 10, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
1,5;49;1678;Avenue Druey 13, 1018 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;104;2714;Chemin de B‚r‚e 4B, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
4;129;3170;Cit‚-derriŠre 4, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;80;2454;Avenue de S‚velin 13F, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;96;2345;Av des Boveresses 64, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;50;1476;Avenue de Morges 161, 1004 Lausanne;Apartment;Lausanne;no;1,5;144365
2,5;58;1650;1005, 1007 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;91;2267;Chemin du Vieux CollŠge 7, 1008 Jouxtens-M‚zery;Apartment;Jouxtens-M‚zery;yes;0,25;1493
5,5;120;2850;Avenue Valmont 18, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;50;1370;Rue de la M‚bre 13, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;no;1,5;144365
3;60;2219;Avenue de la D“le 14, 1005 Lausanne;Apartment;Lausanne;yes;1,5;144365
3;72;1950;Petit-Saint-Jean 1, 1003 Lausanne;Apartment;Lausanne;yes;1,5;144365
4,5;100;2950;Chemin de la grangette 81, 1010 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;72;2350;1012, 1012 Lausanne;Apartment;Lausanne;yes;1,5;144365
2;68;1590;Ch. de Champ-Soleil 28, 1012 Lausanne;Apartment;Lausanne;no;1,5;144365
3,5;72;1950;Chemin du Grand Champ 1, 1008 Jouxtens-M‚zery;Apartment;Jouxtens-M‚zery;yes;0,25;1493
3,5;90;3950;Florimont 22, 1006 Lausanne;Apartment;Lausanne;yes;1,5;144365
3,5;78;2480;Rte de la Clochatte 56, 1052 Le Mont-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
2,5;50;2085;Avenue de riant Mont 23, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
1;12;890;Chemin du Chalet de Pra Roman 2, 1006 Lausanne ;Studio;Lausanne;no;1,5;144365
3,5;108;2700;Chemin de Renens 30 A, 1004 Lausanne;Apartment;Lausanne;yes;1,5;144365
5,5;127;3050;Route de Gen‚ve 7c, 1033 Cheseaux-sur-Lausanne;Apartment;Lausanne;yes;1,5;144365
